n 	 k 	 h[J] 	 h[eV] 
48	51	8.259662772084935e-14	515526.51837402384
49	51	8.261760391417089e-14	515657.4411999332
50	51	8.263885915061976e-14	515790.10567239486
51	51	8.26603932683168e-14	515924.5107810408
52	51	8.268220609984305e-14	516060.6554809263
53	51	8.270429747256365e-14	516198.5386945515
54	51	8.272666720887595e-14	516338.1593134102
55	51	8.274931512647868e-14	516479.5161996697
56	51	8.277224103857649e-14	516622.60818744765
57	51	8.27954447540722e-14	516767.43408401177
58	51	8.281892607778904e-14	516913.99267116707
59	51	8.284268481060731e-14	517062.28270610864
60	51	8.286672074965211e-14	517212.30292259366
61	51	8.289103368843569e-14	517364.0520318297
62	51	8.291562341699133e-14	517517.52872331033
63	51	8.294048972203713e-14	517672.7316658374
64	51	8.29656323870842e-14	517829.65950819635
65	51	8.299105119250583e-14	517988.310879588
66	51	8.301674591557206e-14	518148.6843898442
67	51	8.304271633066869e-14	518310.77863079484
68	51	8.306896220929256e-14	518474.5921762384
69	51	8.309548332017975e-14	518640.123582742
70	51	8.312227942944939e-14	518807.3713905391
71	51	8.314935030060462e-14	518976.33412353555
72	51	8.31766956946107e-14	519147.010289797
73	51	8.32043153698917e-14	519319.3983815283
74	51	8.323220908250742e-14	519493.4968761776
75	51	8.326037658620735e-14	519669.30423677334
76	51	8.328881763242712e-14	519846.818911902
77	51	8.331753197039064e-14	520026.03933634574
78	51	8.334651934712184e-14	520206.96393115533
79	51	8.337577950742722e-14	520389.59110354155
1	52	8.192124210932634e-14	511311.1018070775
2	52	8.193152764453881e-14	511375.29893357056
3	52	8.19411215469303e-14	511435.1792366045
4	52	8.195055255962797e-14	511494.04286427225
5	52	8.196000814219296e-14	511553.0598446676
6	52	8.196957856469663e-14	511612.79359807656
7	52	8.197931463092797e-14	511673.5612161428
8	52	8.198924783329416e-14	511735.55925859866
9	52	8.199939903006834e-14	511798.9179122717
10	52	8.200978272069652e-14	511863.7276753955
11	52	8.202040936276449e-14	511930.05381894973
12	52	8.203128672041596e-14	511997.94480280596
13	52	8.204242069388555e-14	512067.43745325465
14	52	8.205381585309857e-14	512138.5602934662
15	52	8.20654757936776e-14	512211.3357655045
16	52	8.207740338187504e-14	512285.78175907227
17	52	8.208960092750883e-14	512361.91269088886
18	52	8.210207030888175e-14	512439.74028437346
19	52	8.21148130647184e-14	512519.2741434695
20	52	8.212783046311704e-14	512600.52218300715
21	52	8.214112355392454e-14	512683.4909556014
22	52	8.215469320912006e-14	512768.1859037066
23	52	8.21685401543387e-14	512854.61155637127
24	52	8.218266499379356e-14	512942.7716847892
25	52	8.219706823014212e-14	513032.6694262949
26	52	8.22117502803569e-14	513124.3073834207
27	52	8.222671148868665e-14	513217.68770479376
28	52	8.224195213729512e-14	513312.81215153803
29	52	8.225747245493145e-14	513409.6821513903
30	52	8.227327262412097e-14	513508.29884358164
31	52	8.228935278723194e-14	513608.6631167031
32	52	8.230571305152308e-14	513710.7756402095
33	52	8.23223534933567e-14	513814.63689071574
34	52	8.233927416184998e-14	513920.24717478675
35	52	8.23564750819382e-14	514027.6066480558
36	52	8.237395625702233e-14	514136.71533175005
37	52	8.239171767120517e-14	514247.5731266473
38	52	8.240975929125003e-14	514360.17982530076
39	52	8.242808106827031e-14	514474.53512258496
40	52	8.244668293916319e-14	514590.63862464385
41	52	8.246556482793961e-14	514708.48985719215
42	52	8.248472664687055e-14	514828.0882726694
43	52	8.250416829738306e-14	514949.4332558331
44	52	8.252388967096793e-14	515072.5241294232
45	52	8.254389064997353e-14	515197.3601591177
46	52	8.256417110824134e-14	515323.9405574988
47	52	8.2584730911769e-14	515452.2644881911
48	52	8.260556991917723e-14	515582.3310687765
49	52	8.262668798222554e-14	515714.13937401253
50	52	8.264808494625861e-14	515847.6884386187
51	52	8.266976065057376e-14	515982.97725956986
52	52	8.269171492876272e-14	516120.0047982294
53	52	8.271394760905428e-14	516258.7699824881
54	52	8.273645851458129e-14	516399.2717084304
55	52	8.275924746365442e-14	516541.5088420428
56	52	8.278231426999114e-14	516685.48022064404
57	52	8.280565874291563e-14	516831.1846541314
58	52	8.282928068756074e-14	516978.6209262426
59	52	8.285317990505708e-14	517127.7877957351
60	52	8.287735619267182e-14	517278.68399725266
61	52	8.290180934400862e-14	517431.3082425734
62	52	8.292653914910095e-14	517585.65922119207
63	52	8.295154539458751e-14	517741.73560141504
64	52	8.297682786384834e-14	517899.53603120963
65	52	8.300238633712883e-14	518059.05913897837
66	52	8.302822059154176e-14	518220.3035335715
67	52	8.305433040121558e-14	518383.26780521276
68	52	8.308071553741197e-14	518547.95052623283
69	52	8.310737576852778e-14	518714.3502510815
70	52	8.313431086029703e-14	518882.4655175888
71	52	8.316152057582935e-14	519052.2948472041
72	52	8.31890046757062e-14	519223.8367455979
73	52	8.321676291796559e-14	519397.0897025652
74	52	8.324479505817483e-14	519572.0521924804
75	52	8.327310084958667e-14	519748.7226752716
76	52	8.330168004313908e-14	519927.09959641914
77	52	8.333053238753373e-14	520107.1813874454
78	52	8.335965762928911e-14	520288.9664662467
79	52	8.338905551277053e-14	520472.45323728
1	53	8.192304130424283e-14	511322.3314748832
2	53	8.193355752230339e-14	511387.96840744105
3	53	8.194335204498569e-14	511449.1008812099
4	53	8.195296908842257e-14	511509.1256189852
5	53	8.19626018097623e-14	511569.2482103278
6	53	8.197234331544367e-14	511630.04977869947
7	53	8.198224605451782e-14	511691.857684641
8	53	8.199234256820496e-14	511754.8750340471
9	53	8.200265442792697e-14	511819.2364648602
10	53	8.201319664139386e-14	511885.03564764175
11	53	8.202398004165865e-14	511952.3401968484
12	53	8.203501267818125e-14	512021.2003531516
13	53	8.204630067302251e-14	512091.65432736964
14	53	8.205784877184718e-14	512163.7317395498
15	53	8.206966071173277e-14	512237.4559146461
16	53	8.208173947432667e-14	512312.84546259895
17	53	8.209408746468254e-14	512389.9153945408
18	53	8.21067066404874e-14	512468.6779293675
19	53	8.211959860722827e-14	512549.1430877197
20	53	8.213276468957124e-14	512631.3191374954
21	53	8.214620598563957e-14	512715.21293262666
22	53	8.215992340887007e-14	512800.83017432544
23	53	8.217391772067927e-14	512888.17561497004
24	53	8.218818955630547e-14	512977.2532193978
25	53	8.220273944543166e-14	513068.06629362283
26	53	8.221756782870024e-14	513160.617587913
27	53	8.223267507111351e-14	513254.9093804286
28	53	8.224806147309916e-14	513350.94354628795
29	53	8.226372727955014e-14	513448.7216139893
30	53	8.227967268729034e-14	513548.2448120083
31	53	8.229589785135129e-14	513649.51410797343
32	53	8.231240289026347e-14	513752.5302416924
33	53	8.232918789043854e-14	513857.29375250306
34	53	8.234625290993777e-14	513963.8050027947
35	53	8.236359798169023e-14	514072.06419809407
36	53	8.238122311623777e-14	514182.07140419784
37	53	8.239912830407537e-14	514293.82656178065
38	53	8.241731351769121e-14	514407.3294991275
39	53	8.243577871332365e-14	514522.57994310034
40	53	8.245452383247818e-14	514639.5775286059
41	53	8.247354880325245e-14	514758.321806866
42	53	8.249285354158245e-14	514878.8122531954
43	53	8.251243795221246e-14	515001.0482730558
44	53	8.25323019295641e-14	515125.0292074805
45	53	8.255244535860923e-14	515250.75433852145
46	53	8.257286811552338e-14	515378.22289332893
47	53	8.259357006836596e-14	515507.4340483963
48	53	8.261455107762161e-14	515638.38693293894
49	53	8.26358109966649e-14	515771.0806317948
50	53	8.265734967226888e-14	515905.51418859855
51	53	8.267916694498518e-14	516041.6866081538
52	53	8.270126264950083e-14	516179.5968586603
53	53	8.272363661497689e-14	516319.2438738275
54	53	8.274628866535285e-14	516460.62655477447
55	53	8.276921861961259e-14	516603.74377168977
56	53	8.279242629203691e-14	516748.59436540783
57	53	8.281591149243014e-14	516895.1771488231
58	53	8.283967402629032e-14	517043.4909079524
59	53	8.286371369504401e-14	517193.53440340044
60	53	8.288803029616492e-14	517345.30637110013
61	53	8.291262362338699e-14	517498.80552364275
62	53	8.293749346681405e-14	517654.0305509621
63	53	8.296263961306692e-14	517810.98012125306
64	53	8.298806184542994e-14	517969.6528818856
65	53	8.301375994400455e-14	518130.0474603637
66	53	8.303973368579448e-14	518292.16246485716
67	53	8.306598284471703e-14	518455.9964842716
68	53	8.30925071918102e-14	518621.5480895418
69	53	8.311930649522402e-14	518788.8158335769
70	53	8.314638052034459e-14	518957.79825203534
71	53	8.317372902991097e-14	519128.4938640538
72	53	8.320135178409904e-14	519300.9011727711
73	53	8.322924854059418e-14	519475.01866578154
74	53	8.325741905455666e-14	519650.84481491876
75	53	8.328586307875722e-14	519828.3780771026
76	53	8.331458036366331e-14	520007.6168948764
77	53	8.33435706574711e-14	520188.55969660776
78	53	8.33728337061672e-14	520371.204896873
79	53	8.340236925365059e-14	520555.5508972187
1	54	8.192487122672735e-14	511333.7529286806
2	54	8.193561920901785e-14	511400.83641674375
3	54	8.194561516269237e-14	511463.22612123715
4	54	8.195541889941889e-14	511524.4161044258
5	54	8.196522932255918e-14	511585.64782083896
6	54	8.197514240081515e-14	511647.52025874215
7	54	8.198521224448881e-14	511710.37114736676
8	54	8.199547245441893e-14	511774.4102062124
9	54	8.200594532293874e-14	511839.77657278674
10	54	8.201664637185015e-14	511906.5671263538
11	54	8.202758681419606e-14	511974.85185307555
12	54	8.203877498835412e-14	512044.6827969025
13	54	8.205021724114026e-14	512116.0995714605
14	54	8.206191849638004e-14	512189.132908787
15	54	8.207388263463627e-14	512263.80702939915
16	54	8.208611275467386e-14	512340.1412742255
17	54	8.209861135826036e-14	512418.1512580382
18	54	8.211138048374286e-14	512497.8497031723
19	54	8.212442180448738e-14	512579.24705393513
20	54	8.213773670270498e-14	512662.35193739145
21	54	8.215132632565545e-14	512747.17151415854
22	54	8.216519162899532e-14	512833.7117489628
23	54	8.217933341060884e-14	512921.97762179555
24	54	8.219375233737744e-14	513011.97329499456
25	54	8.220844896655374e-14	513103.70224664983
26	54	8.222342376294008e-14	513197.16737782327
27	54	8.223867711275351e-14	513292.37109908694
28	54	8.225420933509411e-14	513389.31540210283
29	54	8.227002069136374e-14	513488.00191840954
30	54	8.228611139302799e-14	513588.43196786876
31	54	8.230248160810078e-14	513690.6065991385
32	54	8.231913146666161e-14	513794.5266241097
33	54	8.233606106543646e-14	513900.192646497
34	54	8.235327047167838e-14	514007.6050860601
35	54	8.237075972653686e-14	514116.7641996334
36	54	8.23885288479012e-14	514227.6700988728
37	54	8.240657783285203e-14	514340.32276555715
38	54	8.242490665978148e-14	514454.72206482093
39	54	8.244351529021418e-14	514570.8677565204
40	54	8.246240367042056e-14	514688.7595053025
41	54	8.248157173275184e-14	514808.3968889378
42	54	8.250101939692945e-14	514929.7794063679
43	54	8.252074657113059e-14	515052.90648448106
44	54	8.254075315284544e-14	515177.77748346276
45	54	8.256103902977195e-14	515304.3917023802
46	54	8.258160408053785e-14	515432.7483836888
47	54	8.26024481753568e-14	515562.8467173276
48	54	8.262357117665967e-14	515694.6858446596
49	54	8.264497293954148e-14	515828.2648612608
50	54	8.266665331228248e-14	515963.58282017306
51	54	8.268861213676303e-14	516100.63873449323
52	54	8.271084924884407e-14	516239.431579748
53	54	8.273336447869379e-14	516379.960295933
54	54	8.275615765112531e-14	516522.2237896198
55	54	8.277922858586324e-14	516666.2209356205
56	54	8.280257709780784e-14	516811.9505786356
57	54	8.282620299728975e-14	516959.4115348447
58	54	8.285010609023708e-14	517108.6025929489
59	54	8.287428617840915e-14	517259.52251562965
60	54	8.289874305955007e-14	517412.17004050774
61	54	8.292347652756285e-14	517566.54388122965
62	54	8.294848637267277e-14	517722.64272848726
63	54	8.297377238154799e-14	517880.4652507708
64	54	8.299933433744279e-14	518040.01009526267
65	54	8.302517202032976e-14	518201.2758886627
66	54	8.305128520709781e-14	518364.261238424
67	54	8.307767367152014e-14	518528.96473255276
68	54	8.310433718440997e-14	518695.3849405808
69	54	8.313127551372119e-14	518863.5204141931
70	54	8.315848842456083e-14	519033.3696873062
71	54	8.318597567934388e-14	519204.93127703434
72	54	8.321373703785366e-14	519378.20368406584
73	54	8.324177225739453e-14	519553.18539361696
74	54	8.327008109278016e-14	519729.87487535836
75	54	8.329866329635384e-14	519908.2705835414
76	54	8.332751861813408e-14	520088.3709579079
77	54	8.335664680584776e-14	520270.17442389595
78	54	8.338604760497905e-14	520453.6793929462
79	54	8.341572075888377e-14	520638.88426321495
1	55	8.192673185562238e-14	511345.3660364153
2	55	8.19377126718131e-14	511413.9027563264
3	55	8.194791085931557e-14	511477.5547024402
4	55	8.195790194612991e-14	511539.91403044545
5	55	8.196789062975001e-14	511602.25835892354
6	55	8.197797576665163e-14	511665.20470016875
7	55	8.198821314413512e-14	511729.1012503909
8	55	8.199863743329897e-14	511794.16440911114
9	55	8.200927165503224e-14	511860.5378611157
10	55	8.202013185096773e-14	511928.32173019095
11	55	8.203122961859252e-14	511997.5884020055
12	55	8.20425735887498e-14	512068.3917459324
13	55	8.205417033589515e-14	512140.7727964096
14	55	8.206602496440169e-14	512214.7634123612
15	55	8.207814150031859e-14	512290.38872235693
16	55	8.20905231612268e-14	512367.6688089154
17	55	8.210317254706481e-14	512446.61989954195
18	55	8.211609177809948e-14	512527.25522787374
19	55	8.212928259667556e-14	512609.5856687486
20	55	8.214274644351566e-14	512693.62021443073
21	55	8.215648451586623e-14	512779.36633752903
22	55	8.217049781235533e-14	512866.8302709766
23	55	8.218478716801115e-14	512956.01722659846
24	55	8.219935328196882e-14	513046.93156804366
25	55	8.221419673959464e-14	513139.57694887364
26	55	8.222931803033119e-14	513233.9564239423
27	55	8.224471756206322e-14	513330.07253906067
28	55	8.226039567297265e-14	513427.9274049898
29	55	8.227635264133313e-14	513527.5227585735
30	55	8.229258869358583e-14	513628.8600131435
31	55	8.230910401104592e-14	513731.9403003778
32	55	8.232589873562127e-14	513836.7645059935
33	55	8.234297297460814e-14	513943.3332996801
34	55	8.23603268046992e-14	514051.6471601143
35	55	8.237796027548789e-14	514161.7063968336
36	55	8.239587341241845e-14	514273.511168648
37	55	8.241406621934887e-14	514387.0614996372
38	55	8.243253868075214e-14	514502.3572928893
39	55	8.245129076360554e-14	514619.3983422933
40	55	8.247032241908752e-14	514738.1843431295
41	55	8.24896335839672e-14	514858.71490074275
42	55	8.250922418189118e-14	514980.98953857354
43	55	8.252909412457289e-14	515105.0077055817
44	55	8.254924331270198e-14	515230.768781922
45	55	8.256967163681268e-14	515358.2720843643
46	55	8.259037897809198e-14	515487.51687133766
47	55	8.261136520901703e-14	515618.5023469088
48	55	8.263263019403731e-14	515751.22766503954
49	55	8.265417379006717e-14	515885.6919326616
50	55	8.267599584698024e-14	516021.8942127616
51	55	8.269809620806134e-14	516159.83352720254
52	55	8.272047471041561e-14	516299.5088592768
53	55	8.274313118529654e-14	516440.9191557537
54	55	8.276606545845607e-14	516584.06332906464
55	55	8.278927735042701e-14	516728.9402590659
56	55	8.281276667679411e-14	516875.5487947304
57	55	8.283653324845631e-14	517023.88775578473
58	55	8.286057687183416e-14	517173.95593400346
59	55	8.288489734906254e-14	517325.7520944122
60	55	8.290949447820631e-14	517479.2749766338
61	55	8.293436805338873e-14	517634.5232956892
62	55	8.29595178649929e-14	517791.4957432554
63	55	8.298494369978619e-14	517950.190988442
64	55	8.301064534105837e-14	518110.6076786526
65	55	8.303662256872211e-14	518272.74444021337
66	55	8.306287515953267e-14	518436.59987974307
67	55	8.308940288716263e-14	518602.1725846199
68	55	8.311620552223093e-14	518769.461123163
69	55	8.314328283249616e-14	518938.46404583857
70	55	8.317063458284941e-14	519109.17988521524
71	55	8.319826053543312e-14	519281.607156706
72	55	8.322616044970238e-14	519455.7443589508
73	55	8.325433408256215e-14	519631.58997467294
74	55	8.328278118847481e-14	519809.1424713503
75	55	8.331150151941937e-14	519988.400300961
76	55	8.334049482499527e-14	520169.3619006308
77	55	8.336976085248951e-14	520352.0256930527
78	55	8.339929934694617e-14	520536.3900869202
79	55	8.342911005117577e-14	520722.45347698615
1	56	8.19286231702924e-14	511357.1706692906
2	56	8.19398378786312e-14	511427.16722609947
3	56	8.1950239095096e-14	511492.08637666184
4	56	8.196041818314047e-14	511555.6191135857
5	56	8.19705856816248e-14	511619.07951431675
6	56	8.198084335993719e-14	511683.10277208046
7	56	8.199124869789127e-14	511748.04764690157
8	56	8.20018374473274e-14	511814.13728374714
9	56	8.201263336522043e-14	511881.51996167994
10	56	8.202365301868738e-14	511950.2990842938
11	56	8.203490839404732e-14	512020.54946415086
12	56	8.204640841810459e-14	512092.3268178644
13	56	8.205815989579694e-14	512165.67361842573
14	56	8.207016811439746e-14	512240.62286632875
15	56	8.208243724741418e-14	512317.2006105068
16	56	8.20949706329196e-14	512395.42768552597
17	56	8.21077709704595e-14	512475.32094059035
18	56	8.212084046346456e-14	512556.89412840357
19	56	8.2134180924342e-14	512640.15856109804
